Date	Open	High	Low	Close	Volume
Sep 14, 2016	5,160.21	5,201.34	5,159.55	5,173.77	-
Sep 13, 2016	5,181.14	5,195.03	5,131.27	5,155.25	-
Sep 12, 2016	5,098.03	5,217.88	5,097.80	5,211.89	-
Sep 9, 2016	5,217.95	5,225.93	5,125.91	5,125.91	-
Sep 8, 2016	5,269.96	5,271.01	5,248.41	5,259.48	-
Sep 7, 2016	5,274.23	5,287.61	5,261.92	5,283.93	-
Sep 6, 2016	5,259.99	5,275.91	5,244.00	5,275.91	-
Sep 2, 2016	5,249.66	5,263.39	5,231.02	5,249.90	-
Sep 1, 2016	5,218.28	5,229.94	5,189.36	5,227.21	-
Aug 31, 2016	5,216.42	5,219.89	5,191.18	5,213.22	-
Aug 30, 2016	5,229.88	5,241.62	5,205.61	5,222.99	-
Aug 29, 2016	5,223.80	5,245.12	5,222.34	5,232.33	-
Aug 26, 2016	5,219.05	5,253.39	5,191.86	5,218.92	-
Aug 25, 2016	5,207.61	5,230.59	5,201.64	5,212.20	-
Aug 24, 2016	5,254.42	5,262.99	5,205.64	5,217.69	-
Aug 23, 2016	5,265.78	5,275.74	5,257.90	5,260.08	-
Aug 22, 2016	5,231.46	5,252.13	5,224.63	5,244.60	-
Aug 19, 2016	5,229.87	5,245.81	5,217.65	5,238.38	-
Aug 18, 2016	5,226.45	5,243.17	5,221.84	5,240.15	-
Aug 17, 2016	5,228.44	5,230.09	5,197.23	5,228.66	-
Aug 16, 2016	5,247.96	5,248.26	5,226.78	5,227.11	-
Aug 15, 2016	5,242.18	5,271.36	5,241.14	5,262.02	-
Aug 12, 2016	5,219.66	5,233.34	5,215.54	5,232.89	-
Aug 11, 2016	5,222.15	5,235.29	5,211.25	5,228.40	-
Aug 10, 2016	5,227.95	5,227.96	5,193.80	5,204.58	-
Aug 9, 2016	5,216.21	5,238.54	5,214.95	5,225.48	-
Aug 8, 2016	5,223.54	5,228.40	5,202.18	5,213.14	-
Aug 5, 2016	5,190.71	5,227.23	5,186.25	5,221.12	-
Aug 4, 2016	5,158.02	5,174.00	5,145.39	5,166.25	-
Aug 3, 2016	5,133.24	5,159.74	5,128.44	5,159.74	-
Aug 2, 2016	5,177.53	5,181.02	5,109.80	5,137.73	-
Aug 1, 2016	5,167.42	5,199.13	5,158.93	5,184.20	-
Jul 29, 2016	5,162.15	5,175.81	5,140.05	5,162.13	-
Jul 28, 2016	5,144.82	5,160.16	5,130.75	5,154.98	-
Jul 27, 2016	5,143.84	5,151.06	5,120.66	5,139.81	-
Jul 26, 2016	5,095.61	5,122.30	5,084.18	5,110.05	-
Jul 25, 2016	5,096.99	5,100.72	5,082.66	5,097.63	-
Jul 22, 2016	5,078.12	5,103.52	5,064.11	5,100.16	-
Jul 21, 2016	5,093.97	5,102.78	5,061.11	5,073.90	-
Jul 20, 2016	5,061.60	5,098.25	5,053.92	5,089.93	-
Jul 19, 2016	5,038.22	5,052.24	5,028.24	5,036.37	-
Jul 18, 2016	5,034.99	5,063.53	5,030.13	5,055.78	-
Jul 15, 2016	5,041.19	5,044.81	5,018.52	5,029.59	-
Jul 14, 2016	5,041.95	5,045.18	5,025.15	5,034.06	-
Jul 13, 2016	5,036.32	5,036.38	5,002.82	5,005.73	-
Jul 12, 2016	5,017.99	5,032.10	5,009.68	5,022.82	-
Jul 11, 2016	4,976.54	5,002.50	4,976.54	4,988.64	-
Jul 8, 2016	4,906.66	4,959.00	4,901.27	4,956.76	-
Jul 7, 2016	4,867.47	4,889.01	4,853.68	4,876.81	-
Jul 6, 2016	4,799.32	4,861.05	4,786.01	4,859.16	-
Jul 5, 2016	4,837.06	4,839.13	4,797.29	4,822.90	-
Jul 1, 2016	4,837.18	4,880.17	4,837.17	4,862.57	
Jun 30, 2016	4,793.75	4,843.11	4,774.52	4,842.67	-
Jun 29, 2016	4,732.93	4,787.59	4,732.34	4,779.25	-
Jun 28, 2016	4,643.93	4,692.98	4,643.93	4,691.87	-
Jun 27, 2016	4,664.43	4,665.04	4,574.25	4,594.44	-
Jun 24, 2016	4,715.79	4,798.22	4,698.42	4,707.98	-
Jun 23, 2016	4,872.19	4,910.04	4,859.40	4,910.04	-
Jun 22, 2016	4,846.68	4,875.93	4,830.00	4,833.32	-
Jun 21, 2016	4,845.08	4,852.19	4,826.59	4,843.76	-
Jun 20, 2016	4,856.69	4,882.15	4,834.51	4,837.21	-
Jun 17, 2016	4,835.02	4,835.02	4,792.34	4,800.34	-
Jun 16, 2016	4,809.69	4,847.86	4,778.78	4,844.91	-
Jun 15, 2016	4,855.08	4,868.16	4,830.33	4,834.93	-
Jun 14, 2016	4,836.67	4,863.01	4,811.93	4,843.55	-
